Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
24,"Y Ling, SA Hasan, V Datla, A Qadir…","Diagnostic inferencing via improving clinical concept extraction with deep reinforcement learning: A preliminary study",2017,"Machine Learning …","proceedings.mlr.press","http://proceedings.mlr.press/v68/ling17a.html","https://scholar.google.com/scholar?cites=5453316344948066741&as_sdt=2005&sciodt=0,5&hl=en",173,"2021-02-23 14:50:47","","","","",,,,,24,6.00,5,5,4,"… Table 5: Improved clinical concepts and diagnoses ranking with reinforcement learning … Retain: Interpretable predictive model in healthcare using reverse time attention mechanism … In Proceedings of Association for Computational Linguistics, pages 260–269, 2015 …"
141,"SM Shortreed, E Laber, DJ Lizotte, TS Stroup…","Informing sequential clinical decision-making through reinforcement learning: an empirical study",2011,"Machine learning","Springer","https://link.springer.com/content/pdf/10.1007/s10994-010-5229-0.pdf","https://scholar.google.com/scholar?cites=10336637562529356323&as_sdt=2005&sciodt=0,5&hl=en",174,"2021-02-23 14:50:47","PDF","","","",,,,,141,14.10,28,5,10,"… Chronic illnesses like diabetes, epilepsy, depression, HIV/AIDS, among others, require multi … This problem is not without precedent in the reinforcement learning literature, where the … However, the POMDP model makes specific assumptions about the patterns of missingness (ie …"
36,"NT Franklin, MJ Frank","A cholinergic feedback circuit to regulate striatal population uncertainty and optimize reinforcement learning",2015,"Elife","elifesciences.org","https://elifesciences.org/articles/12029","https://scholar.google.com/scholar?cites=17124653432578539247&as_sdt=2005&sciodt=0,5&hl=en",175,"2021-02-23 14:50:47","","","","",,,,,36,6.00,18,2,6,"… basal ganglia can guide behavior by incorporating positive and negative feedback in a reinforcement learning process (O … we compared the network's behavior with two models: (1) an approximately Bayesian model that con- siders the higher-level computational problem of …"
1,"SM Groman","Investigating the computational underpinnings of addiction",2019,"Neuropsychopharmacology","nature.com","https://idp.nature.com/authorize/casa?redirect_uri=https://www.nature.com/articles/s41386-019-0412-x&casa_token=6oxHHqo3yG4AAAAA:nY2nLUAQYwPT0Z60ySTAu9VJ0Xmdyt2uSpK2x8jly_n9UYKQ9W0i-rSttJqseZJ0dxOnSG0v7AUcx9vX","https://scholar.google.com/scholar?cites=8826940064837193839&as_sdt=2005&sciodt=0,5&hl=en",176,"2021-02-23 14:50:47","HTML","","","",,,,,1,0.50,1,1,2,"… In their recent Neuropsychopharmacology article, Zhukovsky and colleagues [3] used a computational approach to interrogate the reinforcement-learning mechanisms that … cocaine infusion in short (1 h) and long-access (6 h) sessions across 13 days to model the escalation …"
363,"AE Kelley, SL Smith-Roe…","Response-reinforcement learning is dependent on N-methyl-D-aspartate receptor activation in the nucleus accumbens core",1997,"Proceedings of the …","National Acad Sciences","https://www.pnas.org/content/94/22/12174.short","https://scholar.google.com/scholar?cites=1116804868013743082&as_sdt=2005&sciodt=0,5&hl=en",177,"2021-02-23 14:50:47","","","","",,,,,363,15.13,121,3,24,"… Research Article. Response-reinforcement learning is dependent on N-methyl-d-aspartate receptor activation in the nucleus accumbens core … It is likely, therefore, that the nucleus accumbens may serve as a substrate for reinforcement learning …"
20,"JA Kruppa, A Gossen, EO Weiß, G Kohls…","Neural modulation of social reinforcement learning by intranasal oxytocin in male adults with high-functioning autism spectrum disorder: a randomized trial",2019,"…","nature.com","https://idp.nature.com/authorize/casa?redirect_uri=https://www.nature.com/articles/s41386-018-0258-7&casa_token=MWtoQ6lsUqUAAAAA:PxreGZt4jMoD-nBo7ZmRyRklSXfe6_2PKXhDGscXvDpt2yAmkIXwY9rAvPdltiZQpHohRKOYJRIJRpg6","https://scholar.google.com/scholar?cites=10889826298391580897&as_sdt=2005&sciodt=0,5&hl=en",178,"2021-02-23 14:50:47","HTML","","","",,,,,20,10.00,4,5,2,"… a childhood diagnosis of ASD (n = 15) and healthy controls (n = 24; aged 18–26 years) performed a probabilistic reinforcement learning task during … Using computational modeling of behavioral data, trial-by-trial RPE signals were assessed and related to brain activation in NAcc …"
86,"BB Averbeck, VD Costa","Motivational neural circuits underlying reinforcement learning",2017,"Nature Neuroscience","nature.com","https://idp.nature.com/authorize/casa?redirect_uri=https://www.nature.com/neuro/journal/v20/n4/full/nn.4506.html&casa_token=O8ddpbVdvWQAAAAA:2NAUuJQpplQf1KQ-rjZ2M4Uo0NtdLFynzNZGy5PIKVsN5SwaDXean-F-v9yvnFhW8V-fJHxrPLt3H4jm","https://scholar.google.com/scholar?cites=13513858747801788927&as_sdt=2005&sciodt=0,5&hl=en",179,"2021-02-23 14:50:47","HTML","","","",,,,,86,21.50,43,2,4,"… Box 1 Computational models of reinforcement learning The development of … In the RL models that are often used to model choice behavior in bandit tasks, RPEs are defined as the difference between the reward that is received, R(t), and the reward that is expected, vi (t) …"
26,"X Xu, Y Jia, Y Xu, Z Xu, S Chai…","A multi-agent reinforcement learning-based data-driven method for home energy management",2020,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8981876/?casa_token=W9FI7kf1H0EAAAAA:Xbcp3z7t7LcoTk04u7W_VOSmN33uGr0OjbzIMqoIJPU2M8m3TysiINmVgMHnezSbHS8IwTKp","https://scholar.google.com/scholar?cites=5605143629687833667&as_sdt=2005&sciodt=0,5&hl=en",180,"2021-02-23 14:50:47","","","","",,,,,26,26.00,4,6,1,"… of reducing electricity cost for householders but also improve the computational efficiency … By contrast, our proposed model-free data-driven based HEM method can overcome … XU et al.: MULTI-AGENT REINFORCEMENT LEARNING-BASED DATA-DRIVEN METHOD FOR HEM …"
77,"CA Webb, DG Dillon, P Pechtel, FK Goer…","Neural correlates of three promising endophenotypes of depression: evidence from the EMBARC study",2016,"…","nature.com","https://www.nature.com/articles/npp2015165","https://scholar.google.com/scholar?cites=507414671546313115&as_sdt=2005&sciodt=0,5&hl=en",181,"2021-02-23 14:50:47","HTML","","","",,,,,77,15.40,15,5,5,"… neuropsychopharmacology; original article; article. Neural Correlates of Three Promising Endophenotypes of Depression: Evidence from the EMBARC Study … Neural Correlates of Three Promising Endophenotypes of Depression: Evidence from the EMBARC Study …"
43,"H Steingroever, R Wetzels…","A comparison of reinforcement learning models for the Iowa Gambling Task using parameter space partitioning",2013,"The Journal of Problem …","docs.lib.purdue.edu","https://docs.lib.purdue.edu/jps/vol5/iss2/2/","https://scholar.google.com/scholar?cites=7627928945810841391&as_sdt=2005&sciodt=0,5&hl=en",182,"2021-02-23 14:50:47","","","","",,,,,43,5.38,14,3,8,"… In order to provide insights into the psychological processes that drive performance on the IGT, several reinforcement-learning (RL) models have been proposed. The most popular model of IGT data is the Expectancy Valence model (EV; Agay et al., 2010; Bass & Nussbaum …"
12,"M Lebreton, K Bacily, S Palminteri…","Contextual influence on confidence judgments in human reinforcement learning",2019,"PLoS computational …","journals.plos.org","https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1006973&rev=1","https://scholar.google.com/scholar?cites=17302385893435504938&as_sdt=2005&sciodt=0,5&hl=en",183,"2021-02-23 14:50:47","HTML","","","",,,,,12,6.00,3,4,2,"… Despite the recent surge of neural, computational and behavioral models of confidence estimation in … how decision-makers estimate their confidence in their choices in reinforcement-learning contexts remains … 26], arousal [27], mood [28], and emotions [29] such as anxiety [30] …"
1,"P Barros, A Tanevska, F Cruz…","Moody Learners-Explaining Competitive Behaviour of Reinforcement Learning Agents",2020,"2020 Joint IEEE 10th …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9278125/","https://scholar.google.com/scholar?cites=9323643233750280833&as_sdt=2005&sciodt=0,5&hl=en",184,"2021-02-23 14:50:47","","","","",,,,,1,1.00,0,4,1,"… we see this work as the basis for the im- plementation of intrinsic-aware agents towards competitive reinforcement learning scenarios … Also, we will investigate in the future the integration of intrinsic personality traits in the agents' mood, in order to model unique social …"
12,"DS Pine","Clinical advances from a computational approach to anxiety",2017,"Biological psychiatry","biologicalpsychiatryjournal.com","https://www.biologicalpsychiatryjournal.com/article/S0006-3223(16)32866-9/abstract","https://scholar.google.com/scholar?cites=13787948855793992753&as_sdt=2005&sciodt=0,5&hl=en",185,"2021-02-23 14:50:47","","","","",,,,,12,3.00,12,1,4,"… requirement to clearly focus research, which arises when scientists model particular behaviors … ScholarSee all References, 10x10Maia, TV Reinforcement learning, conditioning, and … Other advantages of computational psychiatry arise from the framework around which research …"
17,"SA Hassani, M Oemisch, M Balcarras, S Westendorff…","A computational psychiatry approach identifies how alpha-2A noradrenergic agonist Guanfacine affects feature-based reinforcement learning in the macaque",2017,"Scientific reports","nature.com","https://www.nature.com/articles/srep40606","https://scholar.google.com/scholar?cites=15876245859655927298&as_sdt=2005&sciodt=0,5&hl=en",186,"2021-02-23 14:50:47","HTML","","","",,,,,17,4.25,3,5,4,"… macaque. Download PDF. Open Access; Published: 16 January 2017. A computational psychiatry approach identifies how alpha-2A noradrenergic agonist Guanfacine affects feature-based reinforcement learning in the macaque …"
32,"RH Kaiser, MT Treadway, DW Wooten, P Kumar…","Frontostriatal and dopamine markers of individual differences in reinforcement learning: a multi-modal investigation",2018,"Cerebral …","academic.oup.com","https://academic.oup.com/cercor/article-abstract/28/12/4281/4600035","https://scholar.google.com/scholar?cites=6215958050325998963&as_sdt=2005&sciodt=0,5&hl=en",187,"2021-02-23 14:50:47","","","","",,,,,32,10.67,6,5,3,"… Frontostriatal and Dopamine Markers of Individual Differences in Reinforcement Learning: A Multi-modal Investigation. Roselinde H Kaiser, Roselinde H Kaiser. Department of Psychiatry, Harvard Medical School, and Center for Depression, Anxiety and Stress Research, McLean …"
9,"AA Moustafa","Computational models of brain and behavior",2017,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=M3EzDwAAQBAJ&oi=fnd&pg=PA11&dq=%22reinforcement+learning%22+computational%7Cmodel+anxiety%7Cmood%7Cdepression&ots=BxH5ha4-up&sig=DmYg_iQKTMi2sRM_kn27oATszlI","https://scholar.google.com/scholar?cites=15694254357830472237&as_sdt=2005&sciodt=0,5&hl=en",188,"2021-02-23 14:50:47","BOOK","","","",,,,,9,2.25,9,1,4,"… rats, fruit flies), and different modeling methods (neural network, Bayesian, reinforcement learning, data fitting … A. Moustafa Part I Models of Brain Disorders 1 1 A Computational Model of Dyslexics … Psychiatry 29 Robb B. Rutledge and Rick A. Adams 4 Computational Models of …"
58,"AJ Culbreth, A Westbrook, ND Daw…","Reduced model-based decision-making in schizophrenia.",2016,"Journal of abnormal …","psycnet.apa.org","https://psycnet.apa.org/record/2016-23427-001","https://scholar.google.com/scholar?cites=18286089956102516645&as_sdt=2005&sciodt=0,5&hl=en",189,"2021-02-23 14:50:47","","","","",,,,,58,11.60,15,4,5,"… learning (Kéri et al., 2000; Weickert et al., 2002) and implicit reinforcement-learning (Heerey, Bell … Our study provides precise, computational evidence for diminished model-based learning in SZ … Finally, it remains to be seen how deficits in model-based and model-free learning …"
820,"JNJ Reynolds, BI Hyland, JR Wickens","A cellular mechanism of reward-related learning",2001,"Nature","nature.com","https://idp.nature.com/authorize/casa?redirect_uri=https://www.nature.com/articles/35092560&casa_token=a2L9Yo2h-kcAAAAA:GNPAVlLwVixT2-mg011kKkHEh0WuoDkQmdzWJTa-URGQSaT9u3croG94z8et_BZaEpvqD5jzU0mcy_IE","https://scholar.google.com/scholar?cites=4688917169997522809&as_sdt=2005&sciodt=0,5&hl=en",190,"2021-02-23 14:50:47","HTML","","","",,,,,820,41.00,273,3,20,"… We used intracranial self-stimulation (ICSS) as a model of reinforcement learning 1 , in which each rat learns to press a lever that applies … As illustrated in Fig. 2a and b, control cells (current injection and spontaneous corticostriatal input only) showed depression of PSPs …"
62,"P Abbeel, AY Ng","Inverse Reinforcement Learning.",2010,"","pdfs.semanticscholar.org","https://pdfs.semanticscholar.org/56e1/d8e94a4ccd36242a6a28d975058402299eef.pdf","https://scholar.google.com/scholar?cites=10157328359200457788&as_sdt=2005&sciodt=0,5&hl=en",191,"2021-02-23 14:50:47","PDF","","","",,,,,62,5.64,31,2,11,"… TexPoint fonts used in EMF. Page 2. Inverse Reinforcement Learning [equally good titles: Inverse Optimal Control, Inverse Optimal Planning] Pieter Abbeel UC Berkeley EECS TexPoint fonts used in EMF. Page 3. High-‐level picture Dynamics Model T Reward Function R …"
35,"MS Fee","Oculomotor learning revisited: a model of reinforcement learning in the basal ganglia incorporating an efference copy of motor actions",2012,"Frontiers in neural circuits","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fncir.2012.00038/full","https://scholar.google.com/scholar?cites=12443391310798559151&as_sdt=2005&sciodt=0,5&hl=en",192,"2021-02-23 14:50:47","HTML","","","",,,,,35,3.89,35,1,9,"… While reinforcement learning forms the basis of many current theories of basal ganglia (BG) function, these models do not incorporate distinct computational roles for … Based on these findings, I propose here a general model of vertebrate BG function that combines …"
183,"DR Chialvo, P Bak","Learning from mistakes",1999,"Neuroscience","Elsevier","https://www.sciencedirect.com/science/article/pii/S0306452298004722?casa_token=tcS69LbJY4gAAAAA:6NE9j8LGlfYnwKMceqehYdHpWIoKgvnvGT3e2vxtDMBnKgL5xFZk-r3EKuTpDvfbnTGlv6TdaQ","https://scholar.google.com/scholar?cites=10964514296215370570&as_sdt=2005&sciodt=0,5&hl=en",193,"2021-02-23 14:50:47","HTML","","","",,,,,183,8.32,92,2,22,"… The performance is illustrated with a simple simulated task. Section 6 closes the paper with a discussion of recent experimental findings of synaptic depression in light of our model. 2. Positive versus negative reinforcement … on “reinforcement learning” …"
44,"C Yu, J Liu, S Nemati","Reinforcement learning in healthcare: A survey",2019,"arXiv preprint arXiv:1908.08796","arxiv.org","https://arxiv.org/abs/1908.08796","https://scholar.google.com/scholar?cites=17089664978774144368&as_sdt=2005&sciodt=0,5&hl=en",194,"2021-02-23 14:50:47","","","","",,,,,44,22.00,15,3,2,"… RRL Relational Reinforcement Learning TD Temporal Difference TRL Transfer Reinforcement Learning TRPO Trust … learning efficiency for either model-based [60], [61] or model-free RL … to decompose the original problem, potentially reducing its computational complexity …"
70,"BP Gold, MJ Frank, B Bogert, E Brattico","Pleasurable music affects reinforcement learning according to the listener",2013,"Frontiers in psychology","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00541/full","https://scholar.google.com/scholar?cites=8217433821784389323&as_sdt=2005&sciodt=0,5&hl=en",195,"2021-02-23 14:50:47","HTML","","","",,,,,70,8.75,18,4,8,"… Brain and Mind Laboratory, Department of Biomedical Engineering and Computational Science, Aalto … Reinforcement learning is driven by dopaminergic reward prediction errors that signal the discrepancy … In one model, the selection of rewarded actions is promoted by Hebbian …"
52,"M Cullen, B Davey, KJ Friston, RJ Moran","Active inference in OpenAI Gym: A paradigm for computational investigations into psychiatric illness",2018,"Biological psychiatry: cognitive …","Elsevier","https://www.sciencedirect.com/science/article/pii/S2451902218301617?casa_token=QitKKzHJzJ4AAAAA:Jdr8GvqcdHqh0QQIwLMkFUGpN_3BoJ8e4YqgXlead4ysRtbIyhv3gz4lIgFwI-5IVrCKm8KjnQ","https://scholar.google.com/scholar?cites=18164988857040064614&as_sdt=2005&sciodt=0,5&hl=en",196,"2021-02-23 14:50:47","HTML","","","",,,,,52,17.33,13,4,3,"… use the OpenAI Gym platform (23), as it provides standardized tasks and computational environments, allowing for comparative models of behavior to be shared across the reinforcement-learning community … By altering the parameters of the generative model and …"
46,"Y Worbe, S Palminteri, A Hartmann…","Reinforcement learning and Gilles de la Tourette syndrome: dissociation of clinical phenotypes and pharmacological treatments",2011,"Archives of general …","jamanetwork.com","https://jamanetwork.com/journals/jamapsychiatry/article-abstract/1107432","https://scholar.google.com/scholar?cites=3448984925727697014&as_sdt=2005&sciodt=0,5&hl=en",197,"2021-02-23 14:50:47","","","","",,,,,46,4.60,12,4,10,"… Figure 5. Computational modeling. A, Learning curves and model fit. Thin lines represent the mean performance, and tinted areas represent the intersubject SEM … Figure 5. Computational modeling. A, Learning curves and model fit …"
42,"K Morita, A Kato","Striatal dopamine ramping may indicate flexible reinforcement learning with forgetting in the cortico-basal ganglia circuits",2014,"Frontiers in neural circuits","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fncir.2014.00036/full","https://scholar.google.com/scholar?cites=14645929539282776567&as_sdt=2005&sciodt=0,5&hl=en",198,"2021-02-23 14:50:47","HTML","","","",,,,,42,6.00,21,2,7,"… In light of these findings and suggestions, in the present study we explored through computational modeling whether the observed gradual ramping of DA can be explained by extending the “DA … Incorporation of Decay of Learned Values into the Reinforcement Learning Model …"
7,"LS LaFreniere, MG Newman","Probabilistic learning by positive and negative reinforcement in generalized anxiety disorder",2019,"Clinical Psychological …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/2167702618809366?casa_token=-AQykzM1k2IAAAAA:5_t5EiQH_6t_DjTEhyR-rlBcvAz_Z2hi1ON1tWdpK8AX_8XThMwhAl3K8T_bWR2wvU9pA66pSRYz","https://scholar.google.com/scholar?cites=1094955674164757810&as_sdt=2005&sciodt=0,5&hl=en",199,"2021-02-23 14:50:47","","","","",,,,,7,3.50,4,2,2,"… Download Citation. Download article citation data for: Probabilistic Learning by Positive and Negative Reinforcement in Generalized Anxiety Disorder. Lucas S. LaFreniere and Michelle G. Newman. Clinical Psychological Science 2018 7:3, 502-515. Download Citation …"
64,"Z Ning, P Dong, X Wang, MS Obaidat…","When deep reinforcement learning meets 5G-enabled vehicular networks: A distributed offloading framework for traffic big data",2019,"IEEE Transactions …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8809673/?casa_token=-ml5E3wre9MAAAAA:RYuh-Qd-jBEX8-0yEoGYDsqNsGtgYdlf-vhdKCMrZMuCuM9y-2YYD1E0DS3tICmxsEAOSb8k","https://scholar.google.com/scholar?cites=16424733781137991272&as_sdt=2005&sciodt=0,5&hl=en",200,"2021-02-23 14:50:47","","","","",,,,,64,32.00,13,5,2,"… Although partial offloading can utilize computational resources placed at servers, interference exists among subchannels in practice … Deep reinforcement learning (DRL) plays an important part in AI, which gains a great success in … The system model is illustrated in Section II …"
