Include.exclude,Full text screened,Reason,Publication.Type,Authors_wos,Book.Authors,Book.Editors,Book.Group.Authors,Author.Full.Names,Book.Author.Full.Names,Group.Authors,Article.Title,Source.Title,Book.Series.Title,Book.Series.Subtitle,Language,Document.Type,Conference.Title,Conference.Date,Conference.Location,Conference.Sponsor,Conference.Host,Author.Keywords,Keywords.Plus,Abstract,Addresses,Reprint.Addresses,Email.Addresses,Researcher.Ids,ORCIDs,Funding.Orgs,Funding.Text,Cited.References,Cited.Reference.Count,Times.Cited..WoS.Core,Times.Cited..All.Databases,X180.Day.Usage.Count,Since.2013.Usage.Count,Publisher,Publisher.City,Publisher.Address,ISSN,eISSN,ISBN,Journal.Abbreviation,Journal.ISO.Abbreviation,Publication.Date,Publication.Year_wos,Volume,Issue,Part.Number,Supplement,Special.Issue,Meeting.Abstract,Start.Page,End.Page,Article.Number,DOI,Book.DOI,Early.Access.Date,Number.of.Pages,WoS.Categories,Research.Areas,IDS.Number,UT..Unique.WOS.ID.,Pubmed.Id,Open.Access.Designations,Highly.Cited.Status,Hot.Paper.Status,Date.of.Export,X,PMID,Authors_pubmed,Citation,First.Author,Journal.Book,Publication.Year_pubmed,Create.Date,PMCID,NIHMS.ID,ORN,VN,DB,SO,AU,PB,PT,FTURL,XL,OT,Authors,Year,Source,Publishergscholar,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOIgscholar
0,1,Simulations,NA,NA,NA,NA,NA,NA,NA,NA,Split Q learning: reinforcement learning with two-stream rewards,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B Lin, D Bouneffouf, G Cecchi",2019,arXiv preprint arXiv:1906.12350,arxiv.org,https://arxiv.org/abs/1906.12350,"https://scholar.google.com/scholar?cites=12406356167900221313&as_sdt=2005&sciodt=0,5&hl=en",137,03/12/2020 13:53,,NA
0,1,No clinical group,NA,NA,NA,NA,NA,NA,NA,NA,Behavioural and neural characterization of optimistic reinforcement learning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G Lefebvre, M Lebreton, F Meyniel…",2017,Nature Human …,nature.com,https://www.nature.com/articles/s41562-017-0067,"https://scholar.google.com/scholar?cites=13856642210206415610&as_sdt=2005&sciodt=0,5&hl=en",138,03/12/2020 13:53,HTML,NA
0,0,Simulations,NA,NA,NA,NA,NA,NA,NA,NA,Continual reinforcement learning with complex synapses,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C Kaplanis, M Shanahan, C Clopath",2018,arXiv preprint arXiv:1802.07239,arxiv.org,https://arxiv.org/abs/1802.07239,"https://scholar.google.com/scholar?cites=9116708688187603044&as_sdt=2005&sciodt=0,5&hl=en",139,03/12/2020 13:53,,NA
REPEAT ABOVE,,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Driven by pain, not gain: Computational approaches to aversion-related decision making in psychiatry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MP Paulus,2020,Biological Psychiatry,Elsevier,https://www.sciencedirect.com/science/article/pii/S0006322319316658,"https://scholar.google.com/scholar?cites=10055514848429571146&as_sdt=2005&sciodt=0,5&hl=en",144,03/12/2020 13:53,HTML,NA
0,1,Simulations,NA,NA,NA,NA,NA,NA,NA,NA,A neural network model for the orbitofrontal cortex and task space acquisition during reinforcement learning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Z Zhang, Z Cheng, Z Lin, C Nie…",2018,PLOS Computational …,journals.plos.org,https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1005925&rev=2,"https://scholar.google.com/scholar?cites=13955585659508525187&as_sdt=2005&sciodt=0,5&hl=en",145,03/12/2020 13:53,HTML,NA
0,0,Review chapter,NA,NA,NA,NA,NA,NA,NA,NA,"1.2 Implicit Bias, Reinforcement Learning, and Scaffolded Moral Cognition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B Huebner,2016,,faculty.georgetown.edu,http://faculty.georgetown.edu/lbh24/BLSbias.pdf,"https://scholar.google.com/scholar?cites=8466266282197786230&as_sdt=2005&sciodt=0,5&hl=en",146,03/12/2020 13:53,PDF,NA
0,1,Simulations,NA,NA,NA,NA,NA,NA,NA,NA,The relation between reinforcement learning parameters and the influence of reinforcement history on choice behavior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K Katahira,2015,Journal of Mathematical Psychology,Elsevier,https://www.sciencedirect.com/science/article/pii/S0022249615000218,"https://scholar.google.com/scholar?cites=2782049438564454819&as_sdt=2005&sciodt=0,5&hl=en",147,03/12/2020 13:53,HTML,NA
0,0,Electricity markets,NA,NA,NA,NA,NA,NA,NA,NA,Indirect customer-to-customer energy trading with reinforcement learning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T Chen, W Su",2018,IEEE Transactions on Smart Grid,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8412581/,"https://scholar.google.com/scholar?cites=13095731655304947856&as_sdt=2005&sciodt=0,5&hl=en",148,03/12/2020 13:53,,NA
0,0,Simulations,NA,NA,NA,NA,NA,NA,NA,NA,Reinforcement learning of two-joint virtual arm reaching in a computer model of sensorimotor cortex,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA Neymotin, GL Chadderdon, CC Kerr, JT Francis…",2013,Neural …,MIT Press,https://www.mitpressjournals.org/doi/abs/10.1162/NECO_a_00521,"https://scholar.google.com/scholar?cites=6753261280330575008&as_sdt=2005&sciodt=0,5&hl=en",149,03/12/2020 13:53,,NA
0,0,Review paper,NA,NA,NA,NA,NA,NA,NA,NA,"Anxiety, depression, and decision making: a computational perspective",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SJ Bishop, C Gagne",2018,Annual review of neuroscience,annualreviews.org,https://www.annualreviews.org/eprint/GFmWhAHQayBykkuTzZGK/full/10.1146/annurev-neuro-080317-062007,"https://scholar.google.com/scholar?cites=3353353652437723301&as_sdt=2005&sciodt=0,5&hl=en",150,03/12/2020 13:53,,NA
0,1,Correlational - not case control,NA,NA,NA,NA,NA,NA,NA,NA,Reinforcement learning with parsimonious computation and a forgetting process,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A Toyama, K Katahira, H Ohira",2019,Frontiers in human neuroscience,frontiersin.org,https://www.frontiersin.org/articles/10.3389/fnhum.2019.00153/full,"https://scholar.google.com/scholar?cites=10868318365561002731&as_sdt=2005&sciodt=0,5&hl=en",152,03/12/2020 13:53,HTML,NA
0,1,In mice,NA,NA,NA,NA,NA,NA,NA,NA,A silent eligibility trace enables dopamine?dependent synaptic plasticity for reinforcement learning in the mouse striatum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T Shindou, M Shindou, S Watanabe…",2019,European Journal of …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/ejn.13921,"https://scholar.google.com/scholar?cites=17193036186905720876&as_sdt=2005&sciodt=0,5&hl=en",153,03/12/2020 13:53,,NA
0,0,Treatment recommendation,NA,NA,NA,NA,NA,NA,NA,NA,Supervised reinforcement learning with recurrent neural network for dynamic treatment recommendation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L Wang, W Zhang, X He, H Zha",2018,Proceedings of the 24th ACM SIGKDD …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3219819.3219961,"https://scholar.google.com/scholar?cites=17267038105575681242&as_sdt=2005&sciodt=0,5&hl=en",154,03/12/2020 13:53,,NA
0,1,Think correlational but did collect self-report diagnosis,NA,NA,NA,NA,NA,NA,NA,NA,Incentives boost model-based control across a range of severity on several psychiatric constructs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EH Patzelt, W Kool, AJ Millner, SJ Gershman",2019,Biological psychiatry,Elsevier,https://www.sciencedirect.com/science/article/pii/S0006322318316329,"https://scholar.google.com/scholar?cites=8287036667149930426&as_sdt=2005&sciodt=0,5&hl=en",155,03/12/2020 13:53,HTML,NA
0,0,Chatbot,NA,NA,NA,NA,NA,NA,NA,NA,A deep reinforcement learning chatbot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IV Serban, C Sankar, M Germain, S Zhang…",2017,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/1709.02349,"https://scholar.google.com/scholar?cites=13544493882042939542&as_sdt=2005&sciodt=0,5&hl=en",156,03/12/2020 13:53,,NA
REPEATED Previous,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prediction error representation in individuals with generalized anxiety disorder during passive avoidance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SF White, M Geraci, E Lewis, J Leshin…",2017,American Journal of …,Am Psychiatric Assoc,https://ajp.psychiatryonline.org/doi/abs/10.1176/appi.ajp.2016.15111410,"https://scholar.google.com/scholar?cites=4737270252203044201&as_sdt=2005&sciodt=0,5&hl=en",157,03/12/2020 13:53,,NA
0,1,No clinical group,NA,NA,NA,NA,NA,NA,NA,NA,Excessive deliberation in social anxiety,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LE Hunter, EA Meer, CM Gillan, M Hsu, ND Daw",2019,bioRxiv,biorxiv.org,https://www.biorxiv.org/content/10.1101/522433v1.abstract,"https://scholar.google.com/scholar?cites=13210384012309804627&as_sdt=2005&sciodt=0,5&hl=en",158,03/12/2020 13:53,,NA
0,0,Traffic control,NA,NA,NA,NA,NA,NA,NA,NA,Joint computing and caching in 5G-envisioned Internet of vehicles: A deep reinforcement learning-based traffic control system,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Z Ning, K Zhang, X Wang, MS Obaidat…",2020,IEEE Transactions …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8984310/,"https://scholar.google.com/scholar?cites=8321507612862277691&as_sdt=2005&sciodt=0,5&hl=en",159,03/12/2020 13:53,,NA
0,0,PhD thesis,NA,NA,NA,NA,NA,NA,NA,NA,Assessing and remediating altered reinforcement learning in depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V Brown,2018,,vtechworks.lib.vt.edu,https://vtechworks.lib.vt.edu/handle/10919/96227,,161,03/12/2020 13:53,,NA
0,1,Simulations,NA,NA,NA,NA,NA,NA,NA,NA,A Story of Two Streams: Reinforcement Learning Models from Human Behavior and Neuropsychiatry.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B Lin, GA Cecchi, D Bouneffouf, J Reinen, I Rish",2020,AAMAS,aaai-rlg.mlanctot.info,http://aaai-rlg.mlanctot.info/papers/AAAI20-RLG_paper_10.pdf,"https://scholar.google.com/scholar?cites=15249901474182975905&as_sdt=2005&sciodt=0,5&hl=en",163,03/12/2020 13:53,PDF,NA
0,1,Dialogue models,NA,NA,NA,NA,NA,NA,NA,NA,A benchmarking environment for reinforcement learning based task oriented dialogue management,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I Casanueva, P Budzianowski, PH Su, N Mrkši?…",2017,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/1711.11023,"https://scholar.google.com/scholar?cites=7698302969227398975&as_sdt=2005&sciodt=0,5&hl=en",165,03/12/2020 13:53,,NA
0,0,Colour retouching,NA,NA,NA,NA,NA,NA,NA,NA,Distort-and-recover: Color enhancement using deep reinforcement learning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J Park, JY Lee, D Yoo…",2018,Proceedings of the IEEE …,openaccess.thecvf.com,http://openaccess.thecvf.com/content_cvpr_2018/html/Park_Distort-and-Recover_Color_Enhancement_CVPR_2018_paper.html,"https://scholar.google.com/scholar?cites=9992349253790034946&as_sdt=2005&sciodt=0,5&hl=en",166,03/12/2020 13:53,,NA
0,1,Remitted?,NA,NA,NA,NA,NA,NA,NA,NA,Impaired reward-related learning signals in remitted unmedicated patients with recurrent depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H Geugies, RJT Mocking, CA Figueroa, PFC Groot…",2019,Brain,academic.oup.com,https://academic.oup.com/brain/article-abstract/142/8/2510/5529171,"https://scholar.google.com/scholar?cites=16945611642358562160&as_sdt=2005&sciodt=0,5&hl=en",167,03/12/2020 13:53,,NA
0,0,Traffic control,NA,NA,NA,NA,NA,NA,NA,NA,Value-based deep reinforcement learning for adaptive isolated intersection signal control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CH Wan, MC Hwang",2018,IET Intelligent Transport Systems,IET,https://digital-library.theiet.org/content/journals/10.1049/iet-its.2018.5170,"https://scholar.google.com/scholar?cites=8015057939592560905&as_sdt=2005&sciodt=0,5&hl=en",168,03/12/2020 13:53,,NA
0,0,Clinical group is smokers,NA,NA,NA,NA,NA,NA,NA,NA,Quantum reinforcement learning during human decision-making,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JA Li, D Dong, Z Wei, Y Liu, Y Pan, F Nori…",2020,Nature Human …,nature.com,https://www.nature.com/articles/s41562-019-0804-2,"https://scholar.google.com/scholar?cites=762463423964357227&as_sdt=2005&sciodt=0,5&hl=en",169,03/12/2020 13:53,HTML,NA
0,0,In schizophrenia,NA,NA,NA,NA,NA,NA,NA,NA,Identifying cognitive remediation change through computational modelling—effects on reinforcement learning in schizophrenia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M Cella, AJ Bishara, E Medin, S Swan…",2014,Schizophrenia …,academic.oup.com,https://academic.oup.com/schizophreniabulletin/article-abstract/40/6/1422/1851372,"https://scholar.google.com/scholar?cites=1990310785800538098&as_sdt=2005&sciodt=0,5&hl=en",170,03/12/2020 13:53,,NA
0,1,Simulations,NA,NA,NA,NA,NA,NA,NA,NA,A cholinergic feedback circuit to regulate striatal population uncertainty and optimize reinforcement learning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NT Franklin, MJ Frank",2015,Elife,elifesciences.org,https://elifesciences.org/articles/12029,"https://scholar.google.com/scholar?cites=17124653432578539247&as_sdt=2005&sciodt=0,5&hl=en",171,03/12/2020 13:53,HTML,NA
0,1,Simulations,NA,NA,NA,NA,NA,NA,NA,NA,A comparison of reinforcement learning models for the Iowa Gambling Task using parameter space partitioning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H Steingroever, R Wetzels…",2013,The Journal of Problem …,docs.lib.purdue.edu,https://docs.lib.purdue.edu/jps/vol5/iss2/2/,"https://scholar.google.com/scholar?cites=7627928945810841391&as_sdt=2005&sciodt=0,5&hl=en",174,03/12/2020 13:53,,NA
0,0,About how to diagnose clinically,NA,NA,NA,NA,NA,NA,NA,NA,Diagnostic inferencing via improving clinical concept extraction with deep reinforcement learning: A preliminary study,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y Ling, SA Hasan, V Datla, A Qadir…",2017,Machine Learning …,proceedings.mlr.press,http://proceedings.mlr.press/v68/ling17a.html,"https://scholar.google.com/scholar?cites=5453316344948066741&as_sdt=2005&sciodt=0,5&hl=en",175,03/12/2020 13:53,,NA
0,0,Simulations of basal ganglia,NA,NA,NA,NA,NA,NA,NA,NA,Oculomotor learning revisited: a model of reinforcement learning in the basal ganglia incorporating an efference copy of motor actions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS Fee,2012,Frontiers in neural circuits,frontiersin.org,https://www.frontiersin.org/articles/10.3389/fncir.2012.00038/full,"https://scholar.google.com/scholar?cites=12443391310798559151&as_sdt=2005&sciodt=0,5&hl=en",176,03/12/2020 13:53,HTML,NA
