Include/exclude at abstract review,Reason,PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
0,No clinical group,J,"Horga, G; Maia, TV; Marsh, R; Hao, XJ; Xu, DR; Duan, YS; Tau, GZ; Graniello, B; Wang, ZS; Kangarlu, A; Martinez, D; Packard, MG; Peterson, BS",,,,"Horga, Guillermo; Maia, Tiago V.; Marsh, Rachel; Hao, Xuejun; Xu, Dongrong; Duan, Yunsuo; Tau, Gregory Z.; Graniello, Barbara; Wang, Zhishun; Kangarlu, Alayar; Martinez, Diana; Packard, Mark G.; Peterson, Bradley S.",,,Changes in Corticostriatal Connectivity During Reinforcement Learning in Humans,HUMAN BRAIN MAPPING,,,,,,,,,,,,,,,,"Horga, Guillermo/M-8036-2016; Marsh, Rachel/H-6643-2013","Horga, Guillermo/0000-0002-9049-9786; Marsh, Rachel/0000-0003-2439-6305; Maia, Tiago/0000-0002-5254-0389",,,,,,,,,,,,1065-9471,1097-0193,,,,FEB,2015,36,2,,,,,793,803,,10.1002/hbm.22665,,,,,,,WOS:000348378800030,25393839,,,,
0,Review chapter,S,"Huys, QJM; Daw, ND; Dayan, P",,"Hyman, SE",,"Huys, Quentin J. M.; Daw, Nathaniel D.; Dayan, Peter",,,Depression: A Decision-Theoretic Analysis,"ANNUAL REVIEW OF NEUROSCIENCE, VOL 38",Annual Review of Neuroscience,,,,,,,,,,,,,,,,,,,,,,,,,,,,0147-006X,,978-0-8243-2438-4,,,,2015,38,,,,,,1,23,,10.1146/annurev-neuro-071714-033928,,,,,,,WOS:000358485000001,25705929,,,,
0,Model of tone learning,J,"Maddox, WT; Chandrasekaran, B; Smayda, K; Yi, HG; Koslov, S; Beevers, CG",,,,"Maddox, W. Todd; Chandrasekaran, Bharath; Smayda, Kirsten; Yi, Han-Gyol; Koslov, Seth; Beevers, Christopher G.",,,Elevated depressive symptoms enhance reflexive but not reflective auditory category learning,CORTEX,,,,,,,,,,,,,,,,"Beevers, Christopher/Z-1965-2019","Beevers, Christopher/0000-0002-4480-0902; Yi, Han-Gyol/0000-0001-7152-3712; Chandrasekaran, Bharath/0000-0002-3673-9435",,,,,,,,,,,,0010-9452,1973-8102,,,,SEP,2014,58,,,,,,186,198,,10.1016/j.cortex.2014.06.013,,,,,,,WOS:000341470200016,25041936,,,,
0,In rats,J,"Myers, CE; Smith, IM; Servatius, RJ; Beck, KD",,,,"Myers, Catherine E.; Smith, Ian M.; Servatius, Richard J.; Beck, Kevin D.",,,"Absence of ""warm-up"" during active avoidance learning in a rat model of anxiety vulnerability: insights from computational modeling",FRONTIERS IN BEHAVIORAL NEUROSCIENCE,,,,,,,,,,,,,,,,,"Servatius, Richard/0000-0002-7023-4895; Myers, Catherine/0000-0002-2776-4823",,,,,,,,,,,,1662-5153,,,,,Aug-18,2014,8,,,,,,,,283,10.3389/fnbeh.2014.00283,,,,,,,WOS:000340903400001,25183956,,,,
0,No clinical group,J,"Schoenfeld, R; Foreman, N; Leplow, B",,,,"Schoenfeld, R.; Foreman, N.; Leplow, B.",,,Ageing and spatial reversal learning in humans: Findings from a virtual water maze,BEHAVIOURAL BRAIN RESEARCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0166-4328,1872-7549,,,,Aug-15,2014,270,,,,,,47,55,,10.1016/j.bbr.2014.04.036,,,,,,,WOS:000339694200006,24815214,,,,
0,"Set learning rate at 0.5, didn't fit individually",J,"Lawson, RP; Seymour, B; Loh, E; Lutti, A; Dolan, RJ; Dayan, P; Weiskopf, N; Roiser, JP",,,,"Lawson, Rebecca P.; Seymour, Ben; Loh, Eleanor; Lutti, Antoine; Dolan, Raymond J.; Dayan, Peter; Weiskopf, Nikolaus; Roiser, Jonathan P.",,,The habenula encodes negative motivational value associated with primary punishment in humans,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,,,,,,,,,,,,,,,,"Lutti, Antoine/O-6777-2017","Lutti, Antoine/0000-0003-3281-5477; Seymour, Ben/0000-0003-1724-5832; Lawson, Rebecca/0000-0003-1228-1244; Dolan, Ray/0000-0001-9356-761X",,,,,,,,,,,,0027-8424,,,,,Aug-12,2014,111,32,,,,,11858,11863,,10.1073/pnas.1323586111,,,,,,,WOS:000340097900065,25071182,,,,
0,Speech category learning,J,"Chandrasekaran, B; Koslov, SR; Maddox, WT",,,,"Chandrasekaran, Bharath; Koslov, Seth R.; Maddox, W. T.",,,Toward a dual-learning systems model of speech category learning,FRONTIERS IN PSYCHOLOGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1664-1078,,,,,Jul-31,2014,5,,,,,,,,825,10.3389/fpsyg.2014.00825,,,,,,,WOS:000339816700001,25132827,,,,
0,Neurons/circuits,J,"Morita, K",,,,"Morita, Kenji",,,Differential cortical activation of the striatal direct and indirect pathway cells: reconciling the anatomical and optogenetic results by using a computational method,JOURNAL OF NEUROPHYSIOLOGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0022-3077,1522-1598,,,,JUL,2014,112,1,,,,,120,146,,10.1152/jn.00625.2013,,,,,,,WOS:000339172200012,24598515,,,,
0,Just used median-split on existing participants,J,"Worthy, DA; Byrne, KA; Fields, S",,,,"Worthy, Darrell A.; Byrne, Kaileigh A.; Fields, Sherecce",,,Effects of emotion on prospection during decision-making,FRONTIERS IN PSYCHOLOGY,,,,,,,,,,,,,,,,"Fields, Sherecce/L-3252-2013","Fields, Sherecce/0000-0002-6618-3394",,,,,,,,,,,,1664-1078,,,,,Jun-23,2014,5,,,,,,,,591,10.3389/fpsyg.2014.00591,,,,,,,WOS:000338721300001,25002854,,,,
0,Semantic priming model,J,"Lerner, I; Shriki, O",,,,"Lerner, Itamar; Shriki, Oren",,,Internally- and externally-driven network transitions as a basis for automatic and strategic processes in semantic priming: theory and experimental validation,FRONTIERS IN PSYCHOLOGY,,,,,,,,,,,,,,,,"Shriki, Oren/R-8638-2019","Shriki, Oren/0000-0003-1129-4799",,,,,,,,,,,,1664-1078,,,,,Apr-16,2014,5,,,,,,,,314,10.3389/fpsyg.2014.00314,,,,,,,WOS:000334289000001,24795670,,,,
0,Neurons/circuits,J,"Ishikawa, D; Matsumoto, N; Sakaguchi, T; Matsuki, N; Ikegaya, Y",,,,"Ishikawa, Daisuke; Matsumoto, Nobuyoshi; Sakaguchi, Tetsuya; Matsuki, Norio; Ikegaya, Yuji",,,Operant Conditioning of Synaptic and Spiking Activity Patterns in Single Hippocampal Neurons,JOURNAL OF NEUROSCIENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0270-6474,,,,,Apr-02,2014,34,14,,,,,5044,5053,,10.1523/JNEUROSCI.5298-13.2014,,,,,,,WOS:000334076000028,24695722,,,,
0,Banking crises,J,"Osili, UO; Paulson, A",,,,"Osili, Una Okonkwo; Paulson, Anna",,,Crises and confidence: Systemic banking crises and depositor behavior,JOURNAL OF FINANCIAL ECONOMICS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0304-405X,,,,,MAR,2014,111,3,,,,,646,660,,10.1016/j.jfineco.2013.11.002,,,,,,,WOS:000331479300007,,,,,
0,Tic disorders,J,"Himle, MB; Capriotti, MR; Hayes, LP; Ramanujam, K; Scahill, L; Sukhodolsky, DG; Wilhelm, S; Deckersbach, T; Peterson, AL; Specht, MW; Walkup, JT; Chang, S; Piacentini, J",,,,"Himle, Michael B.; Capriotti, Matthew R.; Hayes, Loran P.; Ramanujam, Krishnapriya; Scahill, Lawrence; Sukhodolsky, Denis G.; Wilhelm, Sabine; Deckersbach, Thilo; Peterson, Alan L.; Specht, Matt W.; Walkup, John T.; Chang, Susanna; Piacentini, John",,,Variables Associated With Tic Exacerbation in Children With Chronic Tic Disorders,BEHAVIOR MODIFICATION,,,,,,,,,,,,,,,,"Sukhodolsky, Denis/Z-3532-2019","Sukhodolsky, Denis/0000-0002-5401-792X; Scahill, Lawrence/0000-0001-5073-1707",,,,,,,,,,,,0145-4455,1552-4167,,,,MAR,2014,38,2,,,SI,,163,183,,10.1177/0145445514531016,,,,,,,WOS:000340949700001,24778433,,,,
0,Simulation work,J,"Kerr, RR; Grayden, DB; Thomas, DA; Gilson, M; Burkitt, AN",,,,"Kerr, Robert R.; Grayden, David B.; Thomas, Doreen A.; Gilson, Matthieu; Burkitt, Anthony N.",,,Coexistence of Reward and Unsupervised Learning During the Operant Conditioning of Neural Firing Rates,PLOS ONE,,,,,,,,,,,,,,,,"Grayden, David/R-6593-2019; Burkitt, Anthony/N-9077-2013; Thomas, Doreen/F-4408-2016","Grayden, David/0000-0002-5497-7234; Burkitt, Anthony/0000-0001-5672-2772; Gilson, Matthieu/0000-0002-6726-7207; Thomas, Doreen/0000-0002-8141-3362",,,,,,,,,,,,1932-6203,,,,,Jan-27,2014,9,1,,,,,,,e87123,10.1371/journal.pone.0087123,,,,,,,WOS:000330507300145,24475240,,,,
0,No clinical group,J,"Smittenaar, P; Prichard, G; FitzGerald, THB; Diedrichsen, J; Dolan, RJ",,,,"Smittenaar, Peter; Prichard, George; FitzGerald, Thomas H. B.; Diedrichsen, Joern; Dolan, Raymond J.",,,Transcranial Direct Current Stimulation of Right Dorsolateral Prefrontal Cortex Does Not Affect Model-Based or Model-Free Reinforcement Learning in Humans,PLOS ONE,,,,,,,,,,,,,,,,"Diedrichsen, Jorn/A-7789-2010","Diedrichsen, Jorn/0000-0003-0264-8532; FitzGerald, Thomas/0000-0002-3855-1591; Dolan, Ray/0000-0001-9356-761X",,,,,,,,,,,,1932-6203,,,,,Jan-24,2014,9,1,,,,,,,e86850,10.1371/journal.pone.0086850,,,,,,,WOS:000330339800064,24475185,,,,
0,In rats,J,"Shabel, SJ; Murphy, RT; Malinow, R",,,,"Shabel, Steven J.; Murphy, Ryan T.; Malinow, Roberto",,,Negative learning bias is associated with risk aversion in a genetic animal model of depression,FRONTIERS IN HUMAN NEUROSCIENCE,,,,,,,,,,,,,,,,,"Shabel, Steven/0000-0002-2746-5399",,,,,,,,,,,,1662-5161,,,,,Jan-16,2014,8,,,,,,,,1,10.3389/fnhum.2014.00001,,,,,,,WOS:000329993000001,24474914,,,,
0,Review chapter,B,"McNeil, DW; Randall, CL; Lejuez, CW; Sorrell, JT",,"Hofmann, SG; DiBartolo, PM",,"McNeil, Daniel W.; Randall, Cameron L.; Lejuez, C. W.; Sorrell, John T.",,,Mechanisms of Learning and Behavior Change in Social Anxiety Disorder,"SOCIAL ANXIETY: CLINICAL, DEVELOPMENTAL, AND SOCIAL PERSPECTIVES, 3RD EDITION",,,,,,,,,,,,,,,,,"Lejuez, Carl/0000-0003-2772-7835",,,,,,,,,,,,,,978-0-12-397819-6; 978-0-12-394427-6,,,,2014,,,,,,,451,481,,10.1016/B978-0-12-394427-6.00015-7,,,,,,,WOS:000340832300016,,,,,
0,Review chapter,S,"Pizzagalli, DA",,"Cannon, TD; Widiger, T",,"Pizzagalli, Diego A.",,,"Depression, Stress, and Anhedonia: Toward a Synthesis and Integrated Model","ANNUAL REVIEW OF CLINICAL PSYCHOLOGY, VOL 10",Annual Review of Clinical Psychology,,,,,,,,,,,,,,,"Pizzagalli, Diego A./Z-1595-2019",,,,,,,,,,,,,1548-5943,,978-0-8243-3910-4,,,,2014,10,,,,,,393,423,,10.1146/annurev-clinpsy-050212-185606,,,,,,,WOS:000336428200016,24471371,,,,
0,Review paper,J,"Goschke, T",,,,"Goschke, Thomas",,,"Dysfunctions of decision-making and cognitive control as transdiagnostic mechanisms of mental disorders: advances, gaps, and needs in current research",INTERNATIONAL JOURNAL OF METHODS IN PSYCHIATRIC RESEARCH,,,,,,,,,,,,,,,,"Goschke, Thomas/I-2479-2014",,,,,,,,,,,,,1049-8931,1557-0657,,,,JAN,2014,23,,,1,,,41,57,,10.1002/mpr.1410,,,,,,,WOS:000328820100004,24375535,,,,
0,Psychopathy,J,"Brazil, IA; Hunt, LT; Bulten, BH; Kessels, RPC; de Bruijn, ERA; Mars, RB",,,,"Brazil, Inti A.; Hunt, Laurence T.; Bulten, Berend H.; Kessels, Roy P. C.; de Bruijn, Ellen R. A.; Mars, Rogier B.",,,Psychopathy-related traits and the use of reward and social information: a computational approach,FRONTIERS IN PSYCHOLOGY,,,,,,,,,,,,,,,,"Mars, Rogier/G-2312-2018; Brazil, Inti A/B-7224-2013; Brazil, Inti/Z-5180-2019; Kessels, Roy P.C./D-1902-2010","Mars, Rogier/0000-0001-6302-8631; Brazil, Inti A/0000-0001-5824-0902; Brazil, Inti/0000-0001-5824-0902; Kessels, Roy P.C./0000-0001-9500-9793; Hunt, Laurence/0000-0002-8393-8533",,,,,,,,,,,,1664-1078,,,,,Dec-19,2013,4,,,,,,,,952,10.3389/fpsyg.2013.00952,,,,,,,WOS:000331256600001,24391615,,,,
1,"Has naïve RL model but this doesn't fit everyone best; not sure that Ideal Actor is RL, used naïve RL",J,"Blanco, NJ; Otto, AR; Maddox, WT; Beevers, CG; Love, BC",,,,"Blanco, Nathaniel J.; Otto, A. Ross; Maddox, W. Todd; Beevers, Christopher G.; Love, Bradley C.",,,The influence of depression symptoms on exploratory decision-making,COGNITION,,,,,,,,,,,,,,,,"Blanco, Nathaniel J/AAD-8360-2019; Beevers, Christopher/Z-1965-2019","Blanco, Nathaniel J/0000-0001-9899-8048; Beevers, Christopher/0000-0002-4480-0902",,,,,,,,,,,,0010-0277,1873-7838,,,,DEC,2013,129,3,,,,,563,568,,10.1016/j.cognition.2013.08.018,,,,,,,WOS:000327289600008,24055832,,,,
0,No modelling,J,"Holt, LJ; Armeli, S; Tennen, H; Austad, CS; Raskin, SA; Fallahi, CR; Wood, R; Rosen, RI; Ginley, MK; Pearlson, GD",,,,"Holt, Laura J.; Armeli, Stephen; Tennen, Howard; Austad, Carol S.; Raskin, Sarah A.; Fallahi, Carolyn R.; Wood, Rebecca; Rosen, Rivkah I.; Ginley, Meredith K.; Pearlson, Godfrey D.",,,A person-centered approach to understanding negative reinforcement drinking among first year college students,ADDICTIVE BEHAVIORS,,,,,,,,,,,,,,,,,"raskin, Sarah/0000-0002-4310-4278",,,,,,,,,,,,0306-4603,1873-6327,,,,DEC,2013,38,12,,,,,2937,2944,,10.1016/j.addbeh.2013.08.015,,,,,,,WOS:000327004600026,24064193,,,,
0,In rats,J,"Tabassum, H; Frey, JU",,,,"Tabassum, Heena; Frey, Julietta U.",,,The Effect of Acute Swim Stress and Training in the Water Maze on Hippocampal Synaptic Activity as Well as Plasticity in the Dentate Gyrus of Freely Moving Rats: Revisiting Swim-Induced LTP Reinforcement,HIPPOCAMPUS,,,,,,,,,,,,,,,,,"Tabassum, Heena/0000-0001-8699-5309",,,,,,,,,,,,1050-9631,1098-1063,,,,DEC,2013,23,12,,,,,1291,1298,,10.1002/hipo.22166,,,,,,,WOS:000327157200014,23836535,,,,
0,No modelling,J,"Szabo, C; Nemeth, A; Keri, S",,,,"Szabo, Csilla; Nemeth, Attila; Keri, Szabolcs",,,Ethical sensitivity in obsessive-compulsive disorder and generalized anxiety disorder: The role of reversal learning,JOURNAL OF BEHAVIOR THERAPY AND EXPERIMENTAL PSYCHIATRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0005-7916,1873-7943,,,,DEC,2013,44,4,,,,,404,410,,10.1016/j.jbtep.2013.04.001,,,,,,,WOS:000323092000008,23693154,,,,
0,In rats,J,"Sabariego, M; Moron, I; Gomez, MJ; Donaire, R; Tobena, A; Fernandez-Teruel, A; Martinez-Conejero, JA; Esteban, FJ; Torres, C",,,,"Sabariego, Marta; Moron, Ignacio; Jose Gomez, M.; Donaire, Rocio; Tobena, Adolf; Fernandez-Teruel, Alberto; Martinez-Conejero, Jose A.; Esteban, Francisco J.; Torres, Carmen",,,Incentive loss and hippocampal gene expression in inbred Roman high- (RHA-I) and Roman low- (RLA-I) avoidance rats,BEHAVIOURAL BRAIN RESEARCH,,,,,,,,,,,,,,,,"Fernandez-Teruel, Alberto/F-9374-2011; tobena, adolf/G-1032-2010; Martinez-Conejero, Jose/G-6979-2016; Moron, Ignacio/K-9724-2017; Esteban, Francisco J./H-5504-2015; Torres, Carmen/K-8250-2014; Sabariego, Marta/L-1786-2017","Fernandez-Teruel, Alberto/0000-0001-5993-7058; Martinez-Conejero, Jose/0000-0002-6770-4702; Moron, Ignacio/0000-0002-1387-5602; Esteban, Francisco J./0000-0002-7135-2973; Torres, Carmen/0000-0001-8573-0990; Sabariego, Marta/0000-0003-2544-3708; Tobena, Adolf/0000-0001-6137-0660",,,,,,,,,,,,0166-4328,1872-7549,,,,Nov-15,2013,257,,,,,,62,70,,10.1016/j.bbr.2013.09.025,,,,,,,WOS:000328519200009,24055493,,,,
0,No means/sds displayed,J,"Dombrovski, AY; Szanto, K; Clark, L; Reynolds, CF; Siegle, GJ",,,,"Dombrovski, Alexandre Y.; Szanto, Katalin; Clark, Luke; Reynolds, Charles F., III; Siegle, Greg J.",,,"Reward Signals, Attempted Suicide, and Impulsivity in Late-Life Depression",JAMA PSYCHIATRY,,,,,,,,,,,,,,,,"Szanto, Katalin/B-8389-2014","Dombrovski, Alexandre/0000-0002-2054-4772; Clark, Luke/0000-0003-1103-2422",,,,,,,,,,,,2168-622X,2168-6238,,,,OCT,2013,70,10,,,,,1020,1030,,10.1001/jamapsychiatry.2013.75,,,,,,,WOS:000325184100006,23925710,,,,
0,No anx/dep group,J,"Baker, TE; Stockwell, T; Holroyd, CB",,,,"Baker, Travis E.; Stockwell, Tim; Holroyd, Clay B.",,,"Constraints on decision making: Implications from genetics, personality, and addiction",COGNITIVE AFFECTIVE & BEHAVIORAL NEUROSCIENCE,,,,,,,,,,,,,,,,,"Stockwell, Tim/0000-0002-5696-6803",,,,,,,,,,,,1530-7026,1531-135X,,,,SEP,2013,13,3,,,,,417,436,,10.3758/s13415-013-0164-8,,,,,,,WOS:000324557900001,23658007,,,,
0,"Reports only mean/SD overall, not per group",J,"Myers, CE; Moustafa, AA; Sheynin, J; VanMeenen, KM; Gilbertson, MW; Orr, SP; Beck, KD; Pang, KCH; Servatius, RJ",,,,"Myers, Catherine E.; Moustafa, Ahmed A.; Sheynin, Jony; VanMeenen, Kirsten M.; Gilbertson, Mark W.; Orr, Scott P.; Beck, Kevin D.; Pang, Kevin C. H.; Servatius, Richard J.",,,"Learning to Obtain Reward, but Not Avoid Punishment, Is Affected by Presence of PTSD Symptoms in Male Veterans: Empirical Data and Computational Model",PLOS ONE,,,,,,,,,,,,,,,,,"Myers, Catherine/0000-0002-2776-4823; Moustafa, Ahmed/0000-0001-5971-273X; Servatius, Richard/0000-0002-7023-4895",,,,,,,,,,,,1932-6203,,,,,Aug-27,2013,8,8,,,,,,,e72508,10.1371/journal.pone.0072508,,,,,,,WOS:000323815200045,24015254,,,,
0,Factor analysis not modelling,J,"Zetterqvist, M; Lundh, LG; Dahlstrom, O; Svedin, CG",,,,"Zetterqvist, Maria; Lundh, Lars-Gunnar; Dahlstrom, Orjan; Svedin, Carl Goran",,,"Prevalence and Function of Non-Suicidal Self-Injury (NSSI) in a Community Sample of Adolescents, Using Suggested DSM-5 Criteria for a Potential NSSI Disorder",JOURNAL OF ABNORMAL CHILD PSYCHOLOGY,,,,,,,,,,,,,,,,,"Dahlstrom, Orjan/0000-0002-3955-0443",,,,,,,,,,,,0091-0627,1573-2835,,,,JUL,2013,41,5,,,,,759,773,,10.1007/s10802-013-9712-5,,,,,,,WOS:000320279900007,23344701,,,,
0,Review paper,J,"Dygdon, JA; Dienes, KA",,,,"Dygdon, Judith A.; Dienes, Kimberly A.",,,BEHAVIORAL EXCESSES IN DEPRESSION: A LEARNING THEORY HYPOTHESIS,DEPRESSION AND ANXIETY,,,,,,,,,,,,,,,,,"Dienes, Kimberly/0000-0002-6119-7025",,,,,,,,,,,,1091-4269,,,,,JUN,2013,30,6,,,,,598,605,,10.1002/da.22111,,,,,,,WOS:000319872200012,23554104,,,,
0,Neurons/circuits,J,"Kim, B; Hawes, SL; Gillani, F; Wallace, LJ; Blackwell, KT",,,,"Kim, BoHung; Hawes, Sarah L.; Gillani, Fawad; Wallace, Lane J.; Blackwell, Kim T.",,,Signaling Pathways Involved in Striatal Synaptic Plasticity are Sensitive to Temporal Pattern and Exhibit Spatial Specificity,PLOS COMPUTATIONAL BIOLOGY,,,,,,,,,,,,,,,,"Kim, BoHung/D-2848-2011","Kim, BoHung/0000-0002-2280-2018; Blackwell, Kim/0000-0003-4711-2344",,,,,,,,,,,,,1553-7358,,,,MAR,2013,9,3,,,,,,,e1002953,10.1371/journal.pcbi.1002953,,,,,,,WOS:000316864200026,23516346,,,,
0,Healthy sample only,J,"Golkar, A; Bellander, M; Ohman, A",,,,"Golkar, Armita; Bellander, Martin; Ohman, Arne",,,Temporal Properties of Fear Extinction - Does Time Matter?,BEHAVIORAL NEUROSCIENCE,,,,,,,,,,,,,,,,"Bellander, Martin/C-9819-2013","Golkar, Armita/0000-0003-3077-0391",,,,,,,,,,,,0735-7044,1939-0084,,,,FEB,2013,127,1,,,,,59,69,,10.1037/a0030892,,,,,,,WOS:000314381500006,23231494,,,,
0,Intellectual disability,S,"Oliver, C; Adams, D; Allen, D; Bull, L; Heald, M; Moss, J; Wilde, L; Woodcock, K",,"Hastings, RP; Rojahn, J",,"Oliver, Chris; Adams, Dawn; Allen, Debbie; Bull, Leah; Heald, Mary; Moss, Jo; Wilde, Lucy; Woodcock, Kate",,,"Causal Models of Clinically Significant Behaviors in Angelman, Cornelia de Lange, Prader-Willi and Smith-Magenis Syndromes","INTERNATIONAL REVIEW OF RESEARCH IN DEVELOPMENTAL DISABILITIES: CHALLENGING BEHAVIOR, VOL 44",International Review of Research in Developmental Disabilities,,,,,,,,,,,,,,,"Adams, Dawn/I-1959-2019; Moss, Jo/C-8812-2009; Oliver, Christopher/A-7519-2008","Adams, Dawn/0000-0001-8001-0126; Moss, Jo/0000-0002-7676-933X; Oliver, Christopher/0000-0001-5217-6209; Woodcock, Kate/0000-0002-8884-2020; Allen, Deborah/0000-0002-7970-462X",,,,,,,,,,,,2211-6095,,978-0-12-401725-2; 978-0-12-401662-0,,,,2013,44,,,,,,167,211,,10.1016/B978-0-12-401662-0.00006-3,,,,,,,WOS:000320926000007,,,,,
0,Review paper,J,"de Bitencourt, RM; Pamplona, FA; Takahashi, RN",,,,"de Bitencourt, Rafael Mariano; Pamplona, Fabricio Alano; Takahashi, Reinaldo Naoto",,,A current overview of cannabinoids and glucocorticoids in facilitating extinction of aversive memories: Potential extinction enhancers,NEUROPHARMACOLOGY,,,,,,,,,,,,,,,,"Pamplona, Fabricio/E-5290-2010","Pamplona, Fabricio/0000-0002-0376-1644",,,,,,,,,,,,0028-3908,1873-7064,,,,JAN,2013,64,,,,SI,,389,395,,10.1016/j.neuropharm.2012.05.039,,,,,,,WOS:000311250300044,22687521,,,,
0,ASD,J,"South, M; Newton, T; Chamberlain, PD",,,,"South, Mikle; Newton, Tiffani; Chamberlain, Paul D.",,,Delayed Reversal Learning and Association With Repetitive Behavior in Autism Spectrum Disorders,AUTISM RESEARCH,,,,,,,,,,,,,,,,"South, Mikle/H-4978-2013","South, Mikle/0000-0003-0152-1257",,,,,,,,,,,,1939-3792,1939-3806,,,,DEC,2012,5,6,,,,,398,406,,10.1002/aur.1255,,,,,,,WOS:000314463300002,23097376,,,,
0,Uses symptom scale not clinical diagnosis,J,"Kunisato, Y; Okamoto, Y; Ueda, K; Onoda, K; Okada, G; Yoshimura, S; Suzuki, S; Samejima, K; Yamawaki, S",,,,"Kunisato, Yoshihiko; Okamoto, Yasumasa; Ueda, Kazutaka; Onoda, Keiichi; Okada, Go; Yoshimura, Shinpei; Suzuki, Shin-ichi; Samejima, Kazuyuki; Yamawaki, Shigeto",,,Effects of depression on reward-based decision making and variability of action in probabilistic learning,JOURNAL OF BEHAVIOR THERAPY AND EXPERIMENTAL PSYCHIATRY,,,,,,,,,,,,,,,,"Onoda, Keiichi/N-2944-2019","Onoda, Keiichi/0000-0002-3882-3446",,,,,,,,,,,,0005-7916,1873-7943,,,,DEC,2012,43,4,,,,,1088,1094,,10.1016/j.jbtep.2012.05.007,,,,,,,WOS:000306625200017,22721601,,,,
0,In rats,J,"Topic, B; Kroger, I; Vildirasova, PG; Huston, JP",,,,"Topic, Bianca; Kroeger, Inga; Vildirasova, Petya G.; Huston, Joseph P.",,,"Indices of extinction-induced ""depression"" after operant learning using a runway vs. a cued free-reward delivery schedule",NEUROBIOLOGY OF LEARNING AND MEMORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1074-7427,1095-9564,,,,NOV,2012,98,4,,,,,329,340,,10.1016/j.nlm.2012.09.007,,,,,,,WOS:000312613100002,23044457,,,,
0,In rats,J,"Miasnikov, AA; Weinberger, NM",,,,"Miasnikov, Alexandre A.; Weinberger, Norman M.",,,Detection of an inhibitory cortical gradient underlying peak shift in learning: A neural basis for a false memory,NEUROBIOLOGY OF LEARNING AND MEMORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1074-7427,1095-9564,,,,NOV,2012,98,4,,,,,368,379,,10.1016/j.nlm.2012.10.001,,,,,,,WOS:000312613100007,23063933,,,,
0,In mice,J,"Ozburn, AR; Larson, EB; Self, DW; McClung, CA",,,,"Ozburn, Angela Renee; Larson, Erin Beth; Self, David W.; McClung, Colleen A.",,,Cocaine self-administration behaviors in Clock Delta 19 mice,PSYCHOPHARMACOLOGY,,,,,,,,,,,,,,,,"McClung, Colleen/AAA-5943-2019; Ozburn, Angela R/P-5409-2018","Ozburn, Angela R/0000-0002-8387-1156",,,,,,,,,,,,0033-3158,,,,,SEP,2012,223,2,,,,,169,177,,10.1007/s00213-012-2704-2,,,,,,,WOS:000308000400005,22535308,,,,
0,OCD,J,"Palminteri, S; Clair, AH; Mallet, L; Pessiglione, M",,,,"Palminteri, Stefano; Clair, Anne-Helene; Mallet, Luc; Pessiglione, Mathias",,,Similar Improvement of Reward and Punishment Learning by Serotonin Reuptake Inhibitors in Obsessive-Compulsive Disorder,BIOLOGICAL PSYCHIATRY,,,,,,,,,,,,,,,,"Mallet, Luc/F-7156-2013; Pessiglione, Mathias/E-2141-2017","Mallet, Luc/0000-0001-8061-1167; Palminteri, Stefano/0000-0001-5768-6646",,,,,,,,,,,,0006-3223,1873-2402,,,,Aug-01,2012,72,3,,,,,244,250,,10.1016/j.biopsych.2011.12.028,,,,,,,WOS:000306370900016,22325972,,,,
0,Back pain,J,"Meulders, A; Vlaeyen, JWS",,,,"Meulders, Ann; Vlaeyen, Johan W. S.",,,Reduction of fear of movement-related pain and pain-related anxiety: An associative learning approach using a voluntary movement paradigm,PAIN,,,,,,,,,,,,,,,,"Vlaeyen, Johan W.S./A-2555-2009; Vlaeyen, Johan/P-9070-2019","Vlaeyen, Johan/0000-0003-0437-6665; Meulders, Ann/0000-0003-4250-3928",,,,,,,,,,,,0304-3959,1872-6623,,,,JUL,2012,153,7,,,,,1504,1513,,10.1016/j.pain.2012.04.013,,,,,,,WOS:000305423700025,22617631,,,,
